Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
03.02.2009 17:20:00,972.54,3.69,279.07,0.11,77.3,7.96,6.16,1.81,3.95,6.33,1220.81,0.2,0.63,152.1
03.02.2009 17:30:00,972.56,3.53,278.9,0.15,78.4,7.87,6.17,1.7,3.96,6.35,1221.53,0.18,0.63,152.9
03.02.2009 17:40:00,972.59,3.33,278.7,0.07,79.1,7.76,6.14,1.62,3.94,6.31,1222.47,0.07,0.38,136
03.02.2009 17:50:00,972.57,3.04,278.4,0.01,80.4,7.6,6.11,1.49,3.92,6.28,1223.76,0.46,1.13,74.5
03.02.2009 18:00:00,972.5,2.65,278.02,-0.15,81.7,7.4,6.04,1.35,3.87,6.21,1225.42,0.68,1,46.95
03.02.2009 18:10:00,972.54,2.32,277.68,-0.24,83.1,7.22,6,1.22,3.85,6.17,1226.97,0.33,0.88,47.91
03.02.2009 18:20:00,972.55,2.01,277.37,-0.33,84.4,7.06,5.96,1.1,3.82,6.13,1228.37,0.11,0.63,106.5
03.02.2009 18:30:00,972.65,1.96,277.31,-0.31,84.9,7.04,5.97,1.06,3.83,6.14,1228.75,0.04,0.38,147.3
03.02.2009 18:40:00,972.66,1.81,277.15,-0.34,85.6,6.96,5.96,1,3.82,6.13,1229.44,0.18,0.5,125.1
03.02.2009 18:50:00,972.66,1.77,277.12,-0.36,85.7,6.94,5.95,0.99,3.81,6.12,1229.6,0.29,0.63,72.7
03.02.2009 19:00:00,972.66,1.49,276.83,-0.56,86.2,6.8,5.86,0.94,3.76,6.03,1230.91,0.25,0.63,127.7
03.02.2009 19:10:00,972.66,1,276.35,-0.95,86.7,6.57,5.7,0.87,3.65,5.86,1233.15,0.09,0.38,131.5
03.02.2009 19:20:00,972.69,0.64,275.98,-1.06,88.3,6.4,5.65,0.75,3.62,5.81,1234.84,0.23,1.13,277.2
03.02.2009 19:30:00,972.77,0.56,275.89,-0.98,89.4,6.36,5.69,0.67,3.64,5.85,1235.31,1.11,2.13,248.1
03.02.2009 19:40:00,972.78,0.39,275.72,-1.09,89.7,6.28,5.64,0.65,3.61,5.8,1236.09,1.67,2.5,243.3
03.02.2009 19:50:00,972.79,0.18,275.5,-1.21,90.3,6.19,5.59,0.6,3.58,5.74,1237.09,1.78,2.38,229.4
03.02.2009 20:00:00,972.79,0.04,275.37,-1.26,90.9,6.13,5.57,0.56,3.57,5.73,1237.71,1.85,2.38,240.6
03.02.2009 20:10:00,972.85,-0.09,275.23,-1.32,91.4,6.07,5.55,0.52,3.55,5.7,1238.41,1.74,2.5,229.3
03.02.2009 20:20:00,972.87,-0.28,275.04,-1.47,91.6,5.99,5.48,0.5,3.51,5.64,1239.31,1.24,2.25,237.4
03.02.2009 20:30:00,972.79,-0.39,274.94,-1.46,92.4,5.94,5.49,0.45,3.52,5.64,1239.7,1.85,2.38,242.4
03.02.2009 20:40:00,972.79,-0.56,274.76,-1.59,92.7,5.86,5.44,0.43,3.48,5.59,1240.5,2.14,2.75,238.8
03.02.2009 20:50:00,972.79,-0.62,274.7,-1.58,93.2,5.84,5.44,0.4,3.49,5.59,1240.8,1.31,2.13,238.7
03.02.2009 21:00:00,972.77,-0.73,274.59,-1.68,93.2,5.79,5.4,0.39,3.46,5.55,1241.28,0.44,0.88,182.5
03.02.2009 21:10:00,972.75,-0.98,274.34,-1.9,93.4,5.69,5.31,0.38,3.4,5.46,1242.43,0.71,1.13,8.05
03.02.2009 21:20:00,972.71,-1.24,274.08,-2.13,93.6,5.58,5.22,0.36,3.35,5.37,1243.61,0.57,1.13,231.8
03.02.2009 21:30:00,972.79,-1.52,273.79,-2.34,94.1,5.46,5.14,0.32,3.29,5.29,1245.03,0.8,1.38,229.4
03.02.2009 21:40:00,972.9,-1.49,273.81,-2.23,94.7,5.47,5.18,0.29,3.32,5.33,1245.04,1.34,1.75,228.2
03.02.2009 21:50:00,972.88,-1.48,273.83,-2.17,95,5.48,5.21,0.27,3.34,5.35,1244.94,0.9,1.25,228.9
03.02.2009 22:00:00,972.85,-1.67,273.63,-2.38,94.9,5.4,5.13,0.28,3.28,5.27,1245.83,0.68,1.13,218.3
03.02.2009 22:10:00,972.83,-2.06,273.24,-2.76,94.9,5.25,4.98,0.27,3.19,5.12,1247.67,0.35,0.63,208.4
03.02.2009 22:20:00,972.79,-2.29,273.01,-2.95,95.2,5.16,4.91,0.25,3.15,5.05,1248.7,0.18,0.63,169.9
03.02.2009 22:30:00,972.79,-2.28,273.03,-2.88,95.6,5.17,4.94,0.23,3.16,5.08,1248.62,0.68,1.13,199.7
03.02.2009 22:40:00,972.79,-2.19,273.12,-2.75,95.9,5.2,4.99,0.21,3.19,5.12,1248.2,1.32,1.88,226.2
03.02.2009 22:50:00,972.78,-2.05,273.25,-2.6,96,5.25,5.04,0.21,3.23,5.18,1247.54,0.98,2,230
03.02.2009 23:00:00,972.77,-2.13,273.18,-2.68,96,5.22,5.01,0.21,3.21,5.15,1247.9,0.77,1.13,217
03.02.2009 23:10:00,972.79,-2.37,272.93,-2.94,95.9,5.13,4.92,0.21,3.15,5.05,1249.08,0.5,1,226.5
03.02.2009 23:20:00,972.79,-2.61,272.69,-3.16,96,5.04,4.84,0.2,3.1,4.97,1250.23,1.1,1.5,226.1
03.02.2009 23:30:00,972.79,-2.81,272.49,-3.32,96.2,4.96,4.78,0.19,3.06,4.91,1251.15,0.75,1.38,196.4
03.02.2009 23:40:00,972.79,-2.84,272.46,-3.33,96.4,4.95,4.77,0.18,3.06,4.91,1251.3,0.74,1.13,191.2
03.02.2009 23:50:00,972.79,-2.8,272.5,-3.26,96.6,4.97,4.8,0.17,3.07,4.93,1251.11,0.55,1,187.4
04.02.2009 00:00:00,972.68,-2.64,272.67,-3.06,96.9,5.03,4.87,0.16,3.12,5.01,1250.2,0.11,0.5,137.6
04.02.2009 00:10:00,972.6,-2.53,272.79,-2.95,96.9,5.07,4.91,0.16,3.15,5.05,1249.57,0.22,0.38,204.4
04.02.2009 00:20:00,972.46,-2.57,272.76,-2.99,96.9,5.05,4.9,0.16,3.14,5.03,1249.58,0.27,0.63,196.5
04.02.2009 00:30:00,972.43,-2.57,272.76,-2.98,97,5.05,4.9,0.15,3.14,5.04,1249.55,0.33,0.63,180.9
04.02.2009 00:40:00,972.38,-2.57,272.77,-2.96,97.1,5.05,4.91,0.15,3.15,5.05,1249.46,0.26,0.75,169.8
04.02.2009 00:50:00,972.42,-2.8,272.53,-3.22,96.9,4.97,4.81,0.15,3.08,4.95,1250.62,0.53,1,182.7
04.02.2009 01:00:00,972.38,-2.99,272.35,-3.38,97.1,4.9,4.76,0.14,3.05,4.89,1251.46,0.19,0.63,199.9
04.02.2009 01:10:00,972.3,-2.99,272.35,-3.36,97.3,4.9,4.76,0.13,3.05,4.9,1251.39,0.49,0.88,190.9
04.02.2009 01:20:00,972.24,-3.15,272.19,-3.53,97.2,4.84,4.7,0.14,3.01,4.84,1252.07,0.63,1,209.7
04.02.2009 01:30:00,972.3,-3.31,272.03,-3.67,97.3,4.78,4.65,0.13,2.98,4.79,1252.9,0.75,1.13,208.4
04.02.2009 01:40:00,972.3,-3.36,271.97,-3.71,97.4,4.76,4.64,0.12,2.97,4.77,1253.16,0.82,1.38,211
04.02.2009 01:50:00,972.3,-3.37,271.96,-3.71,97.5,4.76,4.64,0.12,2.97,4.77,1253.21,0.48,1.13,174.9
04.02.2009 02:00:00,972.3,-3.41,271.92,-3.75,97.5,4.74,4.63,0.12,2.96,4.76,1253.41,0.59,1.13,184.5
04.02.2009 02:10:00,972.3,-3.59,271.75,-3.92,97.5,4.68,4.57,0.12,2.93,4.7,1254.23,0.61,1.13,184.2
04.02.2009 02:20:00,972.37,-3.67,271.66,-3.99,97.6,4.65,4.54,0.11,2.91,4.67,1254.72,0.25,0.63,331.9
04.02.2009 02:30:00,972.48,-3.58,271.74,-3.87,97.8,4.69,4.58,0.1,2.94,4.71,1254.42,0.38,0.75,197.7
04.02.2009 02:40:00,972.53,-3.71,271.61,-4.02,97.7,4.64,4.53,0.11,2.9,4.66,1255.12,0.23,0.63,216.6
04.02.2009 02:50:00,972.43,-3.72,271.61,-4.02,97.7,4.64,4.53,0.11,2.9,4.66,1255.03,0.5,1,202.4
04.02.2009 03:00:00,972.42,-3.83,271.49,-4.14,97.7,4.6,4.49,0.11,2.88,4.62,1255.58,0.77,1.25,210.2
04.02.2009 03:10:00,972.46,-3.97,271.35,-4.28,97.7,4.55,4.45,0.1,2.85,4.57,1256.29,0.94,1.5,197
04.02.2009 03:20:00,972.46,-4.09,271.23,-4.4,97.7,4.51,4.41,0.1,2.82,4.53,1256.87,0.74,1.38,196
04.02.2009 03:30:00,972.4,-4.14,271.18,-4.42,97.9,4.49,4.4,0.09,2.82,4.52,1257.04,0.55,1,196.2
04.02.2009 03:40:00,972.41,-4.05,271.28,-4.31,98,4.52,4.43,0.09,2.84,4.56,1256.58,0.86,1.5,187.1
04.02.2009 03:50:00,972.35,-4.13,271.19,-4.43,97.8,4.49,4.39,0.1,2.82,4.52,1256.94,0.44,0.88,214.1
04.02.2009 04:00:00,972.35,-4.17,271.15,-4.45,97.9,4.48,4.39,0.09,2.81,4.51,1257.13,0.68,1.25,216.5
04.02.2009 04:10:00,972.32,-4.17,271.15,-4.45,97.9,4.48,4.39,0.09,2.81,4.51,1257.09,0.65,1.13,216.3
04.02.2009 04:20:00,972.28,-4.18,271.16,-4.46,97.9,4.48,4.39,0.09,2.81,4.51,1257.05,0.54,0.88,215.5
04.02.2009 04:30:00,972.18,-4.27,271.07,-4.55,97.9,4.45,4.35,0.09,2.79,4.48,1257.39,0.77,1.25,231.1
04.02.2009 04:40:00,972.07,-4.31,271.04,-4.57,98,4.44,4.35,0.09,2.79,4.47,1257.41,0.63,1.38,217.3
04.02.2009 04:50:00,972.06,-4.33,271.02,-4.59,98,4.43,4.34,0.09,2.78,4.46,1257.5,1.19,1.75,205.6
04.02.2009 05:00:00,972.04,-4.4,270.94,-4.67,98,4.4,4.31,0.09,2.77,4.44,1257.84,0.68,1.38,213.5
04.02.2009 05:10:00,971.98,-4.43,270.92,-4.7,98,4.39,4.31,0.09,2.76,4.43,1257.9,0.4,1,223.3
04.02.2009 05:20:00,971.96,-4.41,270.95,-4.68,98,4.4,4.31,0.09,2.76,4.44,1257.76,0.82,1.13,214.3
04.02.2009 05:30:00,971.98,-4.56,270.79,-4.84,97.9,4.35,4.26,0.09,2.73,4.38,1258.54,0.88,1.5,214.4
04.02.2009 05:40:00,971.98,-4.55,270.81,-4.8,98.1,4.36,4.27,0.08,2.74,4.4,1258.44,0.49,1.25,186.4
04.02.2009 05:50:00,971.96,-4.55,270.81,-4.81,98,4.35,4.27,0.09,2.74,4.39,1258.44,0.73,1.5,191.6
04.02.2009 06:00:00,971.96,-4.72,270.64,-5,97.9,4.3,4.21,0.09,2.7,4.33,1259.25,1.1,1.5,202.9
04.02.2009 06:10:00,971.95,-4.89,270.46,-5.17,97.9,4.24,4.15,0.09,2.66,4.27,1260.09,1.27,1.63,222.1
04.02.2009 06:20:00,971.86,-4.98,270.38,-5.25,98,4.21,4.13,0.08,2.65,4.25,1260.41,1.33,1.63,216.9
04.02.2009 06:30:00,971.89,-5.03,270.33,-5.28,98.1,4.2,4.12,0.08,2.64,4.24,1260.67,1.34,1.75,216.8
04.02.2009 06:40:00,971.99,-4.91,270.44,-5.15,98.2,4.24,4.16,0.08,2.67,4.28,1260.22,1.19,2,188.5
04.02.2009 06:50:00,972,-4.84,270.51,-5.09,98.1,4.26,4.18,0.08,2.68,4.3,1259.88,1.34,2.38,207.2
04.02.2009 07:00:00,972.01,-4.79,270.56,-5.02,98.2,4.28,4.2,0.08,2.69,4.32,1259.64,0.95,1.88,187
04.02.2009 07:10:00,972.05,-4.74,270.61,-4.99,98.1,4.29,4.21,0.08,2.7,4.33,1259.48,1.17,2,192
04.02.2009 07:20:00,972.1,-4.89,270.45,-5.16,98,4.24,4.16,0.08,2.66,4.28,1260.28,1.48,2.38,184.8
04.02.2009 07:30:00,972.14,-4.9,270.44,-5.15,98.1,4.24,4.16,0.08,2.67,4.28,1260.38,1.19,2.25,206.4
04.02.2009 07:40:00,972.14,-4.87,270.47,-5.11,98.2,4.25,4.17,0.08,2.67,4.29,1260.22,0.67,1.25,214.8
04.02.2009 07:50:00,972.14,-4.85,270.49,-5.12,98,4.26,4.17,0.09,2.67,4.29,1260.14,0.71,1,230.5
04.02.2009 08:00:00,972.21,-4.83,270.5,-5.08,98.1,4.26,4.18,0.08,2.68,4.3,1260.11,0.58,1,223
04.02.2009 08:10:00,972.3,-4.73,270.6,-4.98,98.1,4.3,4.21,0.08,2.7,4.33,1259.74,0.63,1,200.7
04.02.2009 08:20:00,972.41,-4.8,270.51,-5.08,97.9,4.27,4.18,0.09,2.68,4.3,1260.26,0.89,1.5,220.5
04.02.2009 08:30:00,972.42,-4.83,270.48,-5.11,97.9,4.26,4.17,0.09,2.67,4.29,1260.42,0.93,1.38,228.2
04.02.2009 08:40:00,972.5,-4.81,270.5,-5.08,98,4.27,4.18,0.09,2.68,4.3,1260.41,0.99,1.38,217.4
04.02.2009 08:50:00,972.53,-4.79,270.51,-5.09,97.8,4.27,4.18,0.09,2.68,4.3,1260.37,0.97,1.63,212
04.02.2009 09:00:00,972.53,-4.8,270.51,-5.09,97.8,4.27,4.18,0.09,2.68,4.3,1260.38,0.68,1.13,220.2
04.02.2009 09:10:00,972.57,-4.55,270.75,-4.82,98,4.35,4.27,0.09,2.73,4.39,1259.26,0.55,0.88,190.8
04.02.2009 09:20:00,972.56,-4.35,270.96,-4.64,97.8,4.42,4.32,0.1,2.77,4.45,1258.25,0.53,1.13,217.7
04.02.2009 09:30:00,972.54,-4.05,271.26,-4.37,97.6,4.52,4.41,0.11,2.83,4.54,1256.8,0.25,0.88,216.5
04.02.2009 09:40:00,972.54,-3.66,271.66,-3.96,97.7,4.66,4.55,0.11,2.92,4.68,1254.88,0.42,1.25,149.7
04.02.2009 09:50:00,972.54,-3.34,271.98,-3.71,97.2,4.77,4.64,0.13,2.97,4.77,1253.35,0.49,1.13,166.9
04.02.2009 10:00:00,972.52,-3.14,272.18,-3.52,97.2,4.84,4.71,0.14,3.02,4.84,1252.4,0.43,1.5,113.2
04.02.2009 10:10:00,972.55,-2.74,272.59,-3.14,97,4.99,4.84,0.15,3.1,4.98,1250.48,0.32,0.75,141.3
04.02.2009 10:20:00,972.55,-2.45,272.87,-2.91,96.6,5.1,4.93,0.17,3.16,5.06,1249.12,0.51,0.88,157.7
04.02.2009 10:30:00,972.55,-2.26,273.07,-2.74,96.5,5.17,4.99,0.18,3.2,5.13,1248.21,0.46,1,114.2
04.02.2009 10:40:00,972.45,-1.82,273.52,-2.3,96.5,5.34,5.16,0.19,3.3,5.3,1245.98,0.54,1,123.7
04.02.2009 10:50:00,972.51,-1.69,273.64,-2.23,96.1,5.39,5.18,0.21,3.32,5.33,1245.47,0.48,1.13,97.8
04.02.2009 11:00:00,972.5,-1.39,273.95,-1.97,95.8,5.52,5.28,0.23,3.39,5.43,1244.01,0.37,0.88,95.3
04.02.2009 11:10:00,972.42,-0.97,274.38,-1.57,95.7,5.69,5.44,0.24,3.49,5.6,1241.91,0.59,1.25,119.7
04.02.2009 11:20:00,972.42,-0.83,274.52,-1.58,94.6,5.75,5.44,0.31,3.49,5.59,1241.26,0.79,1.75,109.7
04.02.2009 11:30:00,972.38,-0.9,274.45,-1.66,94.6,5.72,5.41,0.31,3.47,5.56,1241.58,1.04,1.63,124.1
04.02.2009 11:40:00,972.29,-0.47,274.9,-1.28,94.2,5.9,5.56,0.34,3.57,5.72,1239.39,0.83,1.63,137.5
04.02.2009 11:50:00,972.19,-0.06,275.31,-1.09,92.7,6.08,5.64,0.44,3.62,5.8,1237.37,0.62,1.25,105.7
04.02.2009 12:00:00,972.16,0.35,275.73,-0.81,91.9,6.27,5.76,0.51,3.69,5.92,1235.44,0.74,1.38,130.4
04.02.2009 12:10:00,972.06,1.19,276.58,-0.49,88.5,6.66,5.89,0.77,3.78,6.06,1231.46,0.81,1.38,119.3
04.02.2009 12:20:00,972.07,1.61,277.01,-0.5,85.8,6.86,5.89,0.97,3.78,6.06,1229.58,0.7,1.38,125.1
04.02.2009 12:30:00,972.03,2.23,277.63,-0.23,83.7,7.17,6,1.17,3.85,6.18,1226.73,0.99,2,161.8
04.02.2009 12:40:00,971.95,2.8,278.21,-0.16,80.8,7.47,6.04,1.43,3.87,6.21,1224.08,1.08,2,148.4
04.02.2009 12:50:00,971.93,3.31,278.73,0.05,79.1,7.75,6.13,1.62,3.93,6.31,1221.72,0.78,1.63,147.7
04.02.2009 13:00:00,971.85,4.31,279.74,0.52,76.3,8.32,6.34,1.97,4.07,6.53,1217.15,0.67,1.63,143.9
04.02.2009 13:10:00,971.8,4.86,280.3,0.2,71.7,8.64,6.2,2.45,3.97,6.38,1214.76,0.75,1.5,150.2
04.02.2009 13:20:00,971.79,4.69,280.13,0.24,72.8,8.54,6.22,2.32,3.99,6.4,1215.47,0.72,1.38,125.4
04.02.2009 13:30:00,971.68,4.89,280.34,0.51,73.2,8.66,6.34,2.32,4.07,6.52,1214.4,0.48,0.88,108.1
04.02.2009 13:40:00,971.65,4.89,280.35,0.46,72.9,8.66,6.31,2.35,4.05,6.5,1214.37,0.57,1.13,10.24
04.02.2009 13:50:00,971.51,4.81,280.27,0.75,74.9,8.61,6.45,2.16,4.14,6.64,1214.49,1.04,2,22.35
04.02.2009 14:00:00,971.37,4.32,279.8,0.15,74.2,8.32,6.18,2.15,3.96,6.36,1216.55,1.63,2.38,35.73
04.02.2009 14:10:00,971.28,3.58,279.06,-0.14,76.5,7.9,6.04,1.86,3.88,6.22,1219.75,2.06,2.63,27.83
04.02.2009 14:20:00,971.13,3.18,278.66,-0.22,78.3,7.68,6.01,1.67,3.86,6.19,1221.38,2.1,2.5,30.69
04.02.2009 14:30:00,971.08,3.23,278.72,-0.08,78.8,7.71,6.07,1.63,3.9,6.25,1221.04,1.81,2.13,30.17
04.02.2009 14:40:00,971.08,3.97,279.46,0.28,76.8,8.12,6.23,1.88,4,6.42,1217.73,1.75,2.38,37.53
04.02.2009 14:50:00,971.08,4.51,280.01,0.48,75,8.43,6.33,2.11,4.06,6.51,1215.3,2.13,2.63,15.81
04.02.2009 15:00:00,971.1,4.43,279.93,0.49,75.5,8.39,6.33,2.05,4.07,6.52,1215.68,2.07,2.63,20.57
04.02.2009 15:10:00,971.1,4.55,280.04,0.61,75.5,8.46,6.38,2.07,4.1,6.57,1215.15,1.82,2.25,20.85
04.02.2009 15:20:00,971.13,4.48,279.97,0.52,75.4,8.41,6.34,2.07,4.07,6.53,1215.5,1.9,2.38,6.44
04.02.2009 15:30:00,971.07,4.22,279.72,0.49,76.6,8.26,6.33,1.93,4.07,6.52,1216.55,1.97,2.5,2.71
04.02.2009 15:40:00,971.01,4.24,279.74,0.55,76.8,8.27,6.35,1.92,4.08,6.54,1216.39,1.86,2.25,8.5
04.02.2009 15:50:00,971.03,4.08,279.58,0.45,77.1,8.19,6.31,1.87,4.05,6.5,1217.11,1.39,1.75,14.87
04.02.2009 16:00:00,971.04,3.67,279.16,0.29,78.5,7.95,6.24,1.71,4.01,6.42,1219,0.9,1.63,345.9
04.02.2009 16:10:00,971.06,3.46,278.95,0.21,79.2,7.83,6.2,1.63,3.98,6.39,1219.96,0.71,1.38,340.5
04.02.2009 16:20:00,971.18,2.96,278.44,-0.03,80.6,7.56,6.09,1.47,3.91,6.28,1222.34,0.88,1.25,7.07
04.02.2009 16:30:00,971.19,2.56,278.04,-0.17,82.1,7.35,6.03,1.32,3.87,6.21,1224.16,1.19,1.38,24.21
04.02.2009 16:40:00,971.19,2.16,277.63,-0.3,83.7,7.14,5.98,1.16,3.84,6.15,1225.98,1.55,2,12.07
04.02.2009 16:50:00,971.19,1.93,277.39,-0.29,85.2,7.02,5.98,1.04,3.84,6.16,1227.03,1.34,1.88,349.8
04.02.2009 17:00:00,971.22,1.93,277.39,-0.21,85.7,7.02,6.02,1,3.86,6.2,1227.04,1.11,1.75,342
04.02.2009 17:10:00,971.4,1.87,277.33,-0.24,85.8,6.99,6,0.99,3.85,6.18,1227.52,0.8,1.63,312
04.02.2009 17:20:00,971.65,1.99,277.42,-0.13,85.8,7.05,6.05,1,3.88,6.23,1227.31,0.68,1.63,184.7
04.02.2009 17:30:00,971.68,1.57,276.99,-0.57,85.6,6.84,5.86,0.99,3.76,6.03,1229.31,0.6,1.25,16.4
04.02.2009 17:40:00,971.73,1.3,276.72,-0.55,87.4,6.71,5.87,0.85,3.76,6.04,1230.55,0.3,0.75,239.7
04.02.2009 17:50:00,971.85,1.06,276.47,-0.68,88.1,6.6,5.81,0.78,3.73,5.98,1231.82,0.44,1,0.88
04.02.2009 18:00:00,971.81,1.08,276.49,-0.51,89.1,6.61,5.89,0.72,3.78,6.06,1231.65,0.8,1.75,9.84
04.02.2009 18:10:00,971.86,0.88,276.29,-0.69,89.2,6.51,5.81,0.7,3.73,5.98,1232.63,0.47,1.25,299.3
04.02.2009 18:20:00,971.97,0.71,276.1,-0.77,89.8,6.43,5.77,0.66,3.7,5.94,1233.58,1.02,1.63,338.9
04.02.2009 18:30:00,971.95,0.58,275.97,-0.79,90.5,6.37,5.76,0.61,3.7,5.93,1234.14,0.71,1.63,333.5
04.02.2009 18:40:00,971.93,0.6,276,-0.72,90.8,6.38,5.79,0.59,3.72,5.96,1234,0.23,0.5,89.9
04.02.2009 18:50:00,971.93,0.47,275.87,-0.91,90.4,6.32,5.71,0.61,3.66,5.88,1234.63,0.27,0.63,170.5
04.02.2009 19:00:00,971.93,0.22,275.61,-1.18,90.3,6.2,5.6,0.6,3.59,5.76,1235.83,0.34,0.75,32.93
04.02.2009 19:10:00,971.98,0.01,275.4,-1.25,91.2,6.11,5.57,0.54,3.58,5.74,1236.83,0.09,0.5,175
04.02.2009 19:20:00,971.95,0.11,275.5,-1.04,91.9,6.16,5.66,0.5,3.63,5.82,1236.3,0.16,0.75,117.1
04.02.2009 19:30:00,972.08,0.05,275.43,-1.14,91.7,6.13,5.62,0.51,3.6,5.78,1236.78,0.65,1.38,209.7
04.02.2009 19:40:00,972.05,0.05,275.43,-1.06,92.2,6.13,5.65,0.48,3.62,5.81,1236.72,0.28,0.63,151.2
04.02.2009 19:50:00,972.14,0.04,275.41,-1.07,92.2,6.12,5.65,0.48,3.62,5.81,1236.88,0.18,0.63,142.8
04.02.2009 20:00:00,972.17,0.07,275.45,-1.07,92,6.14,5.65,0.49,3.62,5.81,1236.76,0.22,0.75,132.4
04.02.2009 20:10:00,972.18,0.05,275.43,-1.16,91.5,6.13,5.61,0.52,3.6,5.77,1236.88,0.24,0.5,181.3
04.02.2009 20:20:00,972.18,-0.18,275.19,-1.42,91.3,6.03,5.5,0.52,3.53,5.66,1237.98,0.53,0.75,199.8
04.02.2009 20:30:00,972.18,-0.29,275.08,-1.41,92.1,5.98,5.51,0.47,3.53,5.67,1238.47,0.33,0.63,180.2
04.02.2009 20:40:00,972.18,-0.28,275.09,-1.34,92.5,5.98,5.53,0.45,3.55,5.69,1238.43,0.52,0.75,193.2
04.02.2009 20:50:00,972.3,-0.37,274.99,-1.38,92.8,5.95,5.52,0.43,3.54,5.67,1238.98,0.55,0.75,201
04.02.2009 21:00:00,972.51,-0.38,274.97,-1.33,93.2,5.94,5.54,0.4,3.55,5.7,1239.27,0.83,1.5,211.8
04.02.2009 21:10:00,972.54,-0.34,275.01,-1.24,93.6,5.96,5.58,0.38,3.58,5.74,1239.11,0.84,1.38,180.3
04.02.2009 21:20:00,972.55,-0.33,275.01,-1.21,93.7,5.96,5.59,0.38,3.58,5.75,1239.08,1.27,1.63,206.3
04.02.2009 21:30:00,972.63,-0.44,274.9,-1.29,93.9,5.92,5.55,0.36,3.56,5.71,1239.7,1.13,1.88,189.6
04.02.2009 21:40:00,972.56,-0.37,274.97,-1.15,94.4,5.95,5.61,0.33,3.6,5.77,1239.26,0.67,1.5,182.2
04.02.2009 21:50:00,972.52,-0.31,275.04,-1.06,94.6,5.97,5.65,0.32,3.62,5.81,1238.91,1.44,2.63,196.2
04.02.2009 22:00:00,972.52,-0.28,275.07,-0.99,94.9,5.99,5.68,0.31,3.64,5.84,1238.77,1.31,2.63,194.2
04.02.2009 22:10:00,972.51,-0.16,275.18,-0.85,95.1,6.04,5.74,0.3,3.68,5.9,1238.2,1.57,2.63,202.6
04.02.2009 22:20:00,972.54,-0.14,275.21,-0.82,95.1,6.05,5.75,0.3,3.69,5.91,1238.12,2.11,2.88,203.6
04.02.2009 22:30:00,972.49,-0.1,275.24,-0.76,95.3,6.06,5.78,0.28,3.7,5.94,1237.9,2.04,3.38,199.4
04.02.2009 22:40:00,972.42,-0.14,275.22,-0.79,95.3,6.05,5.76,0.28,3.69,5.93,1237.97,1.91,2.75,204.1
04.02.2009 22:50:00,972.44,-0.13,275.22,-0.76,95.5,6.05,5.78,0.27,3.7,5.94,1237.94,0.99,2.5,186.9
04.02.2009 23:00:00,972.42,-0.04,275.31,-0.64,95.7,6.09,5.83,0.26,3.74,5.99,1237.51,1.08,1.88,211.5
04.02.2009 23:10:00,972.49,0.12,275.47,-0.45,95.9,6.16,5.91,0.25,3.79,6.08,1236.82,1.83,2.63,205.7
04.02.2009 23:20:00,972.5,0.26,275.61,-0.31,95.9,6.23,5.97,0.26,3.83,6.14,1236.16,1.13,1.88,203.2
04.02.2009 23:30:00,972.42,0.31,275.67,-0.28,95.8,6.25,5.99,0.26,3.84,6.16,1235.83,1.38,2,215.4
04.02.2009 23:40:00,972.42,0.3,275.66,-0.29,95.8,6.24,5.98,0.26,3.83,6.15,1235.89,1.86,4.25,233.4
04.02.2009 23:50:00,972.46,0.54,275.89,0,96.2,6.35,6.11,0.24,3.92,6.28,1234.81,1.17,3.63,210.4
05.02.2009 00:00:00,972.48,0.78,276.14,0.19,95.8,6.47,6.19,0.27,3.97,6.37,1233.68,1.32,2,188.5
05.02.2009 00:10:00,972.46,0.63,275.99,-0.03,95.3,6.4,6.1,0.3,3.91,6.27,1234.38,1.25,2.38,188.1
05.02.2009 00:20:00,972.53,0.46,275.81,-0.13,95.8,6.31,6.05,0.27,3.88,6.22,1235.28,1.33,2.38,224
05.02.2009 00:30:00,972.52,0.73,276.08,0.2,96.2,6.44,6.2,0.24,3.97,6.37,1233.96,1.69,2.63,196.4
05.02.2009 00:40:00,972.55,0.64,275.98,0.03,95.7,6.4,6.12,0.28,3.92,6.29,1234.47,0.85,2.25,154.5
05.02.2009 00:50:00,972.57,0.37,275.71,-0.23,95.7,6.27,6,0.27,3.85,6.17,1235.75,0.88,1.63,166.3
05.02.2009 01:00:00,972.65,0.17,275.5,-0.41,95.9,6.18,5.93,0.25,3.8,6.1,1236.81,1.26,3,135.2
05.02.2009 01:10:00,972.66,-0.15,275.19,-0.7,96,6.04,5.8,0.24,3.72,5.96,1238.3,2.14,3.25,162.7
05.02.2009 01:20:00,972.56,-0.24,275.1,-0.74,96.4,6,5.79,0.22,3.71,5.95,1238.59,1.61,2.88,169.4
05.02.2009 01:30:00,972.44,-0.31,275.04,-0.78,96.6,5.97,5.77,0.2,3.7,5.93,1238.76,1.8,2.88,172
05.02.2009 01:40:00,972.42,-0.37,274.98,-0.81,96.8,5.95,5.76,0.19,3.69,5.92,1239.03,2.02,2.63,195.2
05.02.2009 01:50:00,972.43,-0.37,274.98,-0.77,97.1,5.95,5.77,0.17,3.7,5.94,1239.03,2.1,2.88,208.6
